name,type,start_time,duration,"data","error"
"Async TX","data",1.405446,0.000082,"2",
"Async TX","data",1.4055325,0.000082,"%",
"Async TX","data",1.4056195,0.000082,"""",
"Async TX","data",1.405706,0.000082,"ÿ",
"Async TX","data",1.405793,0.000082,"ÿ",
"Async TX","data",1.40588,0.000082,"ÿ",
"Async TX","data",1.426388,0.000082,"j",
"Async TX","data",1.426475,0.000082,"0",
"Async TX","data",1.4265615,0.000082,".",
"Async TX","data",1.4266485,0.000082,"v",
"Async TX","data",1.4267355,0.000082,"a",
"Async TX","data",1.426822,0.000082,"l",
"Async TX","data",1.426909,0.000082,"=",
"Async TX","data",1.4269955,0.000082,"1",
"Async TX","data",1.4270825,0.000082,"3",
"Async TX","data",1.427169,0.000082,"ÿ",
"Async TX","data",1.427256,0.000082,"ÿ",
"Async TX","data",1.427343,0.000082,"ÿ",
"Async TX","data",1.427438,0.000082,"t",
"Async TX","data",1.427525,0.000082,"0",
"Async TX","data",1.427612,0.000082,".",
"Async TX","data",1.4276985,0.000082,"t",
"Async TX","data",1.4277855,0.000082,"x",
"Async TX","data",1.427872,0.000082,"t",
"Async TX","data",1.427959,0.000082,"=",
"Async TX","data",1.4280455,0.000082,"""",
"Async TX","data",1.4281325,0.000082,"1",
"Async TX","data",1.4282195,0.000082,"3",
"Async TX","data",1.428306,0.000082,"%",
"Async TX","data",1.428393,0.000082,"""",
"Async TX","data",1.4284795,0.000082,"ÿ",
"Async TX","data",1.4285665,0.000082,"ÿ",
"Async TX","data",1.428653,0.000082,"ÿ",
"Async TX","data",1.449159,0.000082,"j",
"Async TX","data",1.4492455,0.000082,"0",
"Async TX","data",1.4493325,0.000082,".",
"Async TX","data",1.449419,0.000082,"v",
"Async TX","data",1.449506,0.000082,"a",
"Async TX","data",1.4495925,0.000082,"l",
"Async TX","data",1.4496795,0.000082,"=",
"Async TX","data",1.449766,0.000082,"1",
"Async TX","data",1.449853,0.000082,"4",
"Async TX","data",1.4499395,0.000082,"ÿ",
"Async TX","data",1.4500265,0.000082,"ÿ",
"Async TX","data",1.450113,0.000082,"ÿ",
"Async TX","data",1.4502085,0.000082,"t",
"Async TX","data",1.4502955,0.000082,"0",
"Async TX","data",1.450382,0.000082,".",
"Async TX","data",1.4504685,0.000082,"t",
"Async TX","data",1.4505555,0.000082,"x",
"Async TX","data",1.450642,0.000082,"t",
"Async TX","data",1.450729,0.000082,"=",
"Async TX","data",1.4508155,0.000082,"""",
"Async TX","data",1.4509025,0.000082,"1",
"Async TX","data",1.4509895,0.000082,"4",
"Async TX","data",1.451076,0.000082,"%",
"Async TX","data",1.451163,0.000082,"""",
"Async TX","data",1.4512495,0.000082,"ÿ",
"Async TX","data",1.4513365,0.000082,"ÿ",
"Async TX","data",1.451423,0.000082,"ÿ",
